1,acceptance,state of being okay with something or someone,,
715,ink,liquid found in pens,,
716,innovative,to be creative and come up with new ideas,,
717,integral,"very important, necessary as part of the whole thing",,
718,irritate,to bother,,
719,jazz,a kind of music,,
720,jewelry,"gold, silver, stones etc. you wear for decoration, e.g. necklace",,
721,keyboard,the part of computer that you type on ,,
722,kit,a box of tools or equipment,,
723,ladder,something you use to climb up high,,
724,landlord,the person who owns the place you rent,,
725,laundry,dirty clothes that need washing,,
726,leisure,something for fun or relaxing,,
727,likewise,in the same way,,
728,lounge,a place to relax,,
729,maximize,to make use of as much as possible,,
730,meantime,the time between two events,,
731,merchant,a person who sells things for a living,,
732,merit,to deserve praise,,
733,mineral,a type of substance found in nature,,
734,minimize,to make less important or smaller,,
735,monument,something built to honor someone,,
736,necessity,something which you need,,
737,nutrition,the study of food and health,,
738,omit,to leave out or not say ,,
739,ongoing,still happening ,,
740,opt,to make a choice ,,
741,optimistic,being positive about the future,,
742,orchestra,many musicians with different instruments playing one musical piece,,
743,outfit,a set of clothes like a uniform,,
744,outlet,a store that sells things at a discount,,
745,outlook,a view point,,
746,overhead,"the fixed cost of a business, e.g. rent",,
747,overnight,from one day to the next,,
748,oversee,to supervise,,
749,packet,a small carton or package,,
750,parade,walk or march,,
751,patent,the right to be the only one who is allowed to make a thing,,
752,patience,to accept suffering without getting angry,,
753,patron,"someone who gives support with time, money or effort",,
754,petition,"a demand for a particular action, usually signed by a lot of people ",,
755,physician,A doctor of medicine,,
756,physics,the science of how things  like heat and light work,,
757,pill,medicine in the form of a capsule that you swallow ,,
758,pillow,soft cushion to rest your head on when you go to bed,,
759,portfolio,a collection of investments that someone owns,,
760,poster,a large printed picture or notice to stick on a wall,,
761,postpone,put off until a later time,,
762,preliminary,The first action that comes before a more important one,,
763,premium,an extra payment added to the cost,,
764,prescribe,to formally tell someone what to do,,
765,prescription,doctor's written order for medicine,,
766,prestigious,very important and well thought of,,
767,publicity,the  advertising message to let people know about a product or event,,
768,questionnaire,a set of questions to find out what people think about something,,
769,rack,a stand or shelf to put things on,,
770,receipt,proof of payment,,
771,recipient,the person who receives something  ,,
772,recreation,leisure,,
773,recreational,what you do for relaxation in your free time,,
774,recur,happens again,,
775,recycle,to find another use for something that is going to be put in the trash,,
776,refinery,a factory where raw materials are taken to be made pure,,
777,refresh,to put new life or energy into,,
778,refreshment,a small amount of food and drink served as a light meal  ,,
779,rehearsal,a practice session in preparation for a public performance,,
780,rehearse,practise so that you get better at doing it,,
781,retrieve,to go and get something back,,
782,rubber,the stretchy material that elastic bands are made of,,
783,rug,a small loose floor covering,,
784,satisfactory,acceptable,,
785,scholarship,an amount of money given to an able student to help pay for their studies,,
786,seldom,not very often,,
787,seminar,"a discussion session or class led by a teacher, or expert ",,
788,signature,your name written in your own handwriting  ,,
789,sincerely,with honesty,,
790,sketch,"a simple, quickly made drawing",,
791,sleeve,"the part of a garment that covers some, or all, of the arm",,
792,slot,a narrow opening,,
793,soap,a block of material used for washing or cleaning,,
794,soar,fly quickly up into the air,,
795,soccer,ball game played by two teams who try to score goals without handling the ball ,,
796,solar,"to do with the sun, like sunlight or the heat from the sun",,
797,spouse,the person you are married to,,
798,stack,a pile of things placed one on top of the other,,
799,stadium,sports ground surrounded by rows of seats where people go to watch events,,
800,statue,"a work of art, usually a model of a person or animal, made from hard material",,
801,steer,guide the direction of,,
802,stimulus,the reason or prompt that causes something to happen,,
803,stripe,a line or band of a different color,,
804,subscribe,to pay money to receive a service or product regularly,,
805,subscriber,someone who pays money to receive a service or product regularly,,
806,subscription,the amount of money that you pay to receive a service or product regularly,,
807,suite,"a set of connecting rooms, usually in a hotel",,
808,superb,very good,,
809,tag,a label,,
810,telecommunication,"exchanging audio, visual or digital information at a distance, electronically",,
811,tenant,someone who pays rent for the use of property like land or rooms,,
812,terminal,"the place where a transport line ends, like the final train station on the line",,
813,terminate,bring to an end,,
814,termination,the  end of something,,
815,theft,the taking and keeping of something that does not belong to you,,
816,tile,"a thin slab of material, often made of clay, used for covering roofs and floors",,
817,tropical,hot and humid like the climate near the equator,,
818,turnover,the amount of money that a business makes in an amount of time,,
819,upgrade,to improve what was old or outdated,,
820,validate,to confirm that something is acceptable,,
821,vendor,the person who is selling something,,
822,venue,the place that an event is happening,,
823,verbal,spoken,,
824,verify,confirm the truth of,,
825,vitamin,a natural substance found in food and drink that your body needs to be healthy,,
826,waiter,a man whose job it is to bring meals to your table in a restaurant or cafe,,
827,waitress,a woman whose job it is to bring meals to your the table in a restaurant or cafe ,,
828,ward,"an electoral district, a small area within which the people can all vote for the same thing",,
829,warehouse,a building where a large number of things are stored while they are waiting to be sold,,
830,whale,a large mamal that lives in the sea,,
831,accessory,partner in crime,,
832,aisle,long narrow area for walking between rows of something,,
833,allergy,condition that means you get ill if you come into contact with a particular material,,
834,ample,more than enough of,,
835,appendix,an extra bit of information at the end of a book or document,,
836,appliance,a machine or device that does a particular task,,
837,apprentice,someone who is learning a trade by working with an expert,,
838,arc,"a curved line, like part of a circle",,
839,automate,To make a process that does a task over and over again by machine,,
840,badge,a small piece of material with your name and details on that you wear to show who you are,,
841,balcony,a small floor area with a wall or fence round it that is joined to the outside of a building,,
842,basketball,a game played by two teams who try to score goals by throwing the ball,,
843,brochure,a small paper book that gives information about a product or service,,
844,bulletin,a short news report,,
845,candy,"a very sweet food, made from sugar and other things, that is good to eat",,
846,charitable,giving free money or help of some kind to someone who needs it,,
847,circus,a showy or noisy performance,,
848,clap,hitting your hands together to make a noise to show you enjoyed something,,
849,comb,make smooth by getting the knots out of,,
850,compartment,a part of a closed area that has been separated from a bigger one,,
851,compliment,saying something nice about someone,,
852,complimentary,"it does not cost anything, it is free",,
853,congestion,a blockage; something that blocks it up,,
854,consecutive,following one after the other ,,
855,cosmetic,makes something look better without changing it too much,,
856,crane,a machine used to move and lift heavy things,,
857,cushion,a pad to make something more comfortable,,
858,delete,remove ,,
859,dentist,a person who looks after your teeth for a living,,
860,dessert,sweet food you eat after your main meal,,
861,diagnostic,how you solve problems by working out what is wrong ,,
862,discrepancy,an unexpected difference between two things that needs to be explained,,
863,dissatisfy,to make someone not pleased with what you have done,,
864,drastically,very seriously,,
865,drought,a period of time when there is very little rainfall,,
866,duplicate,make an exact copy,,
867,durable,very long lasting,,
868,earthquake,when the ground shakes due to the natural movement of rocks underground,,
869,embed,to push something deep inside something else,,
870,erase,to remove or delete,,
871,expiration,the end of a period of time,,
872,expire,Come to an end ,,
873,factual,based on true information,,
874,farewell,goodbye,,
875,fasten,fix together firmly,,
876,fatigue,"what you feel when you are very, very tired",,
877,fixture,"a piece of equipment, like a bath, that is permanently fixed to a building ",,
878,flu,"illness that you catch from other people, that gives you a fever for a few days",,
879,fluctuate,comes and goes stronger and weaker,,
880,fountain,a man-made spray of water that shoots upwards,,
881,freight,goods that are transported from one place to another,,
882,freighter,a large ship that is used to transport goods,,
883,garment,"something made of material that you can wear, like pants or a dress",,
884,generator,a machine that makes electricity,,
885,gram,a small measurement of weight,,
886,gum,stubstance that can be used to stick things together ,,
887,gym,building with equipment you can use to exercise your body,,
888,gymnasium,building with equipment you can use to exercise your body,,
889,hacker,someone who gains access to a computer system without permission,,
890,hamburger,a flat round cake of minced beef that is fried and then eaten in a bread roll,,
891,hike,walk a long way,,
892,hiker,someone who likes to go for long walks in their leisure time,,
893,imperative,very important and urgent,,
894,incur,lay yourself open to something as a result of your actions,,
895,intersection,where two paths cross each other,,
896,inventory,detailed list of everything included,,
897,jog,a gentle run,,
898,journalism,the reporting of news,,
899,junk,useless item; trash,,
900,logo,a small design used by a company as its symbol,,
901,mall,very large building containing lots of stores and restaurants,,
902,mandatory,something that has to be done ,,
903,massage,rub the body in a special way that makes it feel better,,
904,medication,a substance used to make an illness or condition get better,,
905,memo,a written reminder to do somethng,,
906,messenger,person who carries a piece of information to someone else  ,,
907,microphone,device used by singers and public speakers to make their voice louder,,
908,microscope,a device that makes very small things look bigger so you can study them closer,,
909,modem,a device that lets you send information from one computer to another,,
910,morale,"the confidence in how a group of people all feel, usually at a difficult time ",,
911,mosquito,a small winged insect that bites,,
912,noon,the middle of the day  ,,
913,notify,officially tell someone some information,,
914,oval,A shape that looks like an egg,,
915,overview,a general summary of a subject,,
916,parcel,"something wrapped in paper so that it can be sent, or delivered somewhere",,
917,passport,"official document containing information about you, that allows you to enter other countries",,
918,pasta,"shaped and dried dough, made from flour and water, often used in Italian cooking",,
919,pastry,"a food made of flour, fat and water and baked with other food inside it",,
920,pedestrian,a person who is walking on the street,,
921,pharmaceutical,relating to the preparation and making of medicine,,
922,picnic,a packed meal to take with you and eaten in the open air,,
923,pizza,"a round piece of baked dough, covered with tomato, cheese and other ingredients",,
924,plausible,it sounds like it could be true,,
925,plow,to force your way through something,,
926,plumber,someone connects and mends water pipes for a living,,
927,portable,something that is small and easy to carry,,
928,publicize,make known generally,,
929,purse,a small bag women use to carry personal items,,
930,query,"question, inquire",,
931,referee,the person who oversees something to make sure that the rules are followed,,
932,remainder,what is left over ,,
933,renovate,restore to a previous or better condition,,
934,renovation,the process of being restored to a previous or better condition,,
935,renown,the state of being well known,,
936,reunion,when people get together to meet up after not meeting for a long time,,
937,salon,"a store where you can get a particular service, like getting your hair styled",,
938,scarf,"a long, narrow piece of material you wear round your neck to keep you warm",,
939,serial,"ongoing, happening more than once in a particular order",,
940,shuttle,travel back and forth between two points  ,,
941,signify,shows a sign that it has an important meaning,,
942,skate,glide over the surface as if you are sliding on ice,,
943,snack,Small amount of food eaten between meals,,
944,sofa,"a long soft seat with a back, big enough for at least two people to sit on",,
945,spa,"a place you can go to relax and  improve your health, or how you look",,
946,spectator,a person who watches something happening,,
947,spite,the desire to direct bad feeling towards someone,,
948,stereo,a device that plays sound through two or more speakers,,
949,submission,"the act of formally delivering a document, for a decision to be made about it",,
950,surf,move from one website to another on the internet,,
951,sweater,"a warm item of clothing worn over the arms and upper body, made of wool, ",,
952,tablet,a small flat solid cake of some substance,,
953,tailor,adjust something to fit a specific need or market,,
954,technician,someone who is trained with special skills to do practical work,,
955,teen,someone aged between the ages of thirteen and nineteen,,
956,terrific,very great or wonderful,,
957,tidy,put things in their correct place,,
958,toll,a small cost or fee you pay to use a service,,
959,tow,pull something along,,
960,transit,on the move from one place to another,,
961,umbrella,"something, like an organization, that covers a  similar range of things ",,
962,underline,to call attention to  ,,
963,usage,the usual or customary way in which something is used,,
964,vacant,empty,,
965,vacation,a holiday or break from work,,
966,vacuum,a completely empty space,,
967,vase,"a jug or urn to put cut flowers in, to make a room look pretty ",,
968,vegetarian,someone who does not eat meat or fish,,
969,violin,small wooden instrument with four strings for making music ,,
970,visa,travel permit that allows you to enter a particular country for a period of time,,
971,voucher,a piece of paper that you can use to buy goods or to get them at a reduced price,,
972,wallet,"a small case that can fit in a pocket, used by men to hold money  and credit cards",,
973,wireless,a means of communication that uses radio waves instead of wires,,
974,worthwhile,useful; there is some value to it,,
975,wrinkle,a crease or fold,,
976,zoo,a park where many different types of live animals are kept ,,
977,abide,put up with,,
978,acclaim,approval and great praise,,
979,amenity,"Something, like a swimming pool in a town, that makes life more comfortable and enjoyable.",,
980,audition,a try out done by a performer to test whether they have the skills to do the job,,
981,banquet,a formal meal given for a lot of people,,
982,barbecue,"meal that has been cooked on a grill, outdoors",,
983,beforehand,earlier in time,,
984,blueprint,a drawing or plan to show what the finished thing will look like,,
985,booth,"an enclosed space like a cubicle, stall or stand",,
986,briefcase,a small case with a handle usually used for carrying business papers,,
987,browse,"look or leaf through casually, like looking through a book without really reading it",,
988,buffet,a meal consisting of a number of different dishes from which people serve themselves,,
989,carpenter,a person makes and mends things made of wood for a liviing,,
990,cartridge,"a piece of the equipment that is a sealed unit, and that can be taken out and replaced ",,
991,closet,a small cupboard,,
992,contraction,a tightening or squeezing movement,,
993,coupon,a piece of paper that you can use to buy goods or to get them at a reduced price,,
994,cumulative,gets bigger by more and more being added to it,,
995,demolish,knock down; completely destroy,,
996,dental,relating to teeth,,
997,diploma,a document certifying the successful completion of a course of study  ,,
998,disconnect,cut off or detach,,
999,drawback,the downside of something,,
1000,euro,a unit of money used in a number of European countries,,
1001,excursion,a journey taken for pleasure,,
1002,firefighter,someone whose job it is to put out fires or save people from dangerous situations,,
1003,firework,"a small stick-like object that, when lit with a flame, goes off with a bang and flashes of colored light ",,
1004,fluent,able to speak a language easily and with confidence ,,
1005,folder,a file or covering to keep papers in,,
1006,freelance,"working for yourself, not for an employer  ",,
1007,garbage,trash; something that is worthless,,
1008,handbook,a book that gives intructions on how to do something,,
1009,hesitant,hold back from acting because you are uncertain or undecided,,
1010,hospitality,"welcoming, friendly behavior  you show to visitors or guests",,
1011,humidity,how much dampness their is in the air,,
1012,hygiene,how you keep yourself and your surroundings clean and so that you stay healthy,,
1013,inclusive,includes everything,,
1014,induction,the act of being introduced into,,
1015,informative,tells you a lot of useful facts about somethiing,,
1016,intern,"a stuent or trainee who is doing a job, often without pay, to get work experience",,
1017,internship,"a position or placement for someone to learn a job through work, sometimes without pay",,
1018,kilogram,a unit of weight; one kilogram is about the same weight as 2.2 pounds,,
1019,liter,a unit  of measurement for liquids,,
1020,locker,a small cupboard  you can store personal items in securely for a period of time,,
1021,luggage,Bags and cases that you carry your clothes in when you go on a journey,,
1022,memorandum,A written note or message to remind you or someone else to do something,,
1023,mentor,personal advisor or teacher,,
1024,merchandise,goods for sale,,
1025,mini,smaller than is usual for a particular type of thing,,
1026,nap,"a short sleep, often taken during the daytime",,
1027,necklace,"a piece of jewelery, or decoration, worn around the neck",,
1028,overcrowd,too many people in too small a space,,
1029,pamphlet,a small paper leaflet or booklet  that tells you about a single subject, , 
1030,pant,"take short sharp breaths through your mouth, noisily",,
1031,payroll,the total amount of money paid in wages,,
1032,pharmacist,a person whose job it is to prepare medicines,,
1033,pharmacy,a store where medicines are prepared and sold,,
1034,preview,a chance to see something before it becomes generally available,,
1035,reflexive,referring back to itself  ,,
1036,refund,give back money that has already been paid,,
1037,refundable,money that can be returned if you change your mind about a purchase,,
1038,reimburse,give back the money for an expense that has been paid out,,
1039,reimbursement,the money that is given to cover the cost of an expense that has been paid out,,
1040,sewer, the pipes that carry water and waste away from toilets,,
1041,skim,to move quickly above the surface without touching it,,
1042,spreadsheet,a computer program worksheet or table that you enter information onto,,
1043,staple,short thin piece of wire  that is punched through sheets of paper to fasten them together,,
1044,streamline,make smoother and more efficient,,
1045,trash,garbage or waste; something worthless,,
1046,tuition,the sum of money charged for teaching by a college or university,,
1047,tuna,"a type of fish that lives in the sea, and is good to eat",,
1048,underway,happening now,,
1049,vacancy,job or position that needs to be filled,,
1050,waive,to give up or do without,,
1051,warranty,the promise to repair or replace a product if it ceases to work properly,,
1052,yen,the basic unit of money in Japan ,,
1053,auditorium,the area of a theater or concert hall where the audience sits  ,,
1054,beverage,any liquid suitable for drinking,,
1055,broom,a brush with a long handle used for sweeping the dirt from the floor,,
1056,carton,a box made of cardboard or plastic in which things like milk and juice are sold,,
1057,consignment,a shipment of goods for  delivery,,
1058,culinary,relating to cooking  ,,
1059,customize,make or change something to suit the customer's  particular needs,,
1060,discontinue,stop doing it,,
1061,extinguisher,Device used to put out fires,,
1062,foreman,Senior worker who controls other workers,,
1063,habitual,"regular, what you always do",,
1064,intonation,the rise and fall of the voice when speaking,,
1065,invoice,a written request for payment for the goods and services listed,,
1066,luncheon,a formal meal eaten in the middle of the day,,
1067,misplace,forget where you have put it,,
1068,needy,people who are poor and do not have enough to live on,,
1069,overdue,past the date you should do something; late,,
1070,password,a secret word or phrase needed to prove who you are,,
1071,penalize,to punish someone,,
1072,personalize,change something so that it is tailored to a particular person's needs,,
1073,photocopier,a machine that makes exact copies of documents,,
1074,photocopy,an exact copy of a document made with a photographic machine,,
1075,proficiency,skill and experience,,
1076,rebate,an amount of money given back to you as part of the deal when you buy goods or services,,
1077,redesign,change or improve the plan of how a thing is made,,
1078,subtract,take away from,,
1079,subway,a tunnel under the road for people to walk through,,
1080,teller,"person who works in a bank, who pays out and takes in money",,
1081,vanilla,a flavoring used in ice cream and other sweet foods to make them taste good,,
1082,anew,"starting over again, a fresh start",,
1083,apprehensive,"uneasy, worried",,
1084,attire,clothing,,
1085,automotive,of or relating to motor vehicles,,
1086,cafeteria,a restaurant where you serve yourself and pay a cashier  ,,
1087,cashier,the person whose job it is to take the money you pay for goods or services,,
1088,cookie,"a small, flat, round, dry, sweet cake-like snack ",,
1089,courier,Person paid to carry and deliver documents,,
1090,debit,a record of an amount of money taken out of an account,,
1091,donut,"small, fried, very sweet piece of dough covered in sugar and good to eat",,
1092,gasoline,fuel used in most motor vehicles,,
1093,hotline,"telephone line that gives direct, fast access",,
1094,itinerary,a detailed plan of what will happen on a journey,,
1095,outdated,to be older than,,
1096,paraphrase,saying it again but putting the same meaning into different words,,
1097,projector,an optical instrument that projects an enlarged image onto a screen  ,,
1098,remodel,change or alter nearly everything to make it look different,,
1099,restatement,a statement that has been reworded,,
1100,stationery,any materials needed for writing and printing,,
1101,stockbroker,an agent whose job it is to buy and sell stocks and bonds  ,,
1102,upcoming,happening soon,,
1103,vacate,leave empty; move out of,,
1104,yoga,a system of exercise to give control over your mind and body,,
1105,considerate,showing concern for the rights and feelings of others,,
1106,malfunction,a breakdown or failure in the system,,
1107,sauna,a Finnish steam bath; steam is produced by pouring water over heated rocks  ,,
1108,volleyball,a ballgame for two teams who try to hit a large ball backwards and forwards across a central net,,
1109,brainstorm,a group discussion to come up with a lot of ideas very quickly,,
1110,condominium,"a building that has lots of apartments in it, all owned and lived in by different people",,
1111,deluxe,rich and superior in quality,,
1112,escalator,a moving stairway,,
1113,expedite,speed up the progress of,,
1114,hereby,a formal way of saying 'as a result of this',,
1115,punctual,arriving on time,,
1116,sedan,a type of car that has seats for four people,,
1117,semester,one of two divisions of the school year  ,,
1118,spam,"unwanted e-mail, usually of a commercial nature sent out in bulk ",,
1119,vend,To offer something for sale or to sell something,,
1120,cellphone,phone that connects to the system by radio so that you can use it anywhere,,
1121,overpay,to hand over too much money  ,,
1122,realtor,"a person who sells, rents out or manages property for a living",,
1123,toiletry,articles used for washing and taking care of your body,,
1124,concierge,the person in a hotel whose job it is to arrange things for the guests,,
1125,overcharge,to ask for too much money for goods or service,,
1126,outage,a failure in the power system so that there is no electricity available,,
1127,paralegal,someone who works in a law company but who has not trained as a lawyer,,
1128,purser,an officer aboard a ship who keeps accounts and attends to the passengers' needs  ,,
1129,login,to enter a computer website account,,
1130,flextime,there is a choice about when to start and finish working a set number of hours,,
1131,sue,To take legal action against someone,,
1132,airfare,the amount of money charged for traveling by airplane  ,,
1133,airplane,a powered vehicle that flys through the air to its destination,,
1134,airport,the place where you go to get on a plane,,
1135,backpack,a bag with shoulder straps worn on the back,,
1136,ballroom,large room used mainly for dancing  ,,
1137,bathroom,a room where there is a bath and/or a shower,,
1138,birthday,the day in the year on which a person was born  ,,
1139,boardroom,a room where the board of directors of a company hold meetings  ,,
1140,bookcase,a piece of furniture with shelves for storing books  ,,
1141,bookstore,A place where you go to buy books,,
1142,businessman,"a man who works in commercial or industrial business, especially an owner or executive  ",,
1143,businessperson,"a person who works in commercial or industrial business, especially an owner or executive  ",,
1144,checkout,the latest time that you must vacate a hotel room,,
1145,cheeseburger,a hamburger with melted cheese on it  ,,
1146,classmate,Someone studying in your class with you,,
1147,cookbook,a book that gives directions  on how to prepare and cook food,,
1148,countryside,"land outside of cities and towns, that does not have buildings on it",,
1149,daytime,The time between when the sun rises and when it  goes down; not nightime,,
1150,desktop,the working area of a computer screen when no programs are open,,
1151,dishwasher,a machine that cleans dirty dishes,,
1152,doorman,Someone whose job it is to stand at entrance to a hotel to let people go in and out,,
1153,download,transfer a file or program onto your computer,,
1154,downsize,reduce in size or number,,
1155,downstairs,on a lower floor of a building,,
1156,downtown,the business or central part of a city or town,,
1157,downturn,a drop in the success of a business or the economy,,
1158,feedback,information given to the provider about how good or bad the goods or services were,,
1159,footwear,"something you wear on your feet, such as shoes or boots",,
1160,fundraise,to get money from people for a partular project,,
1161,getaway,escape or leave very quickly,,
1162,hallway,a passage or corridor that other rooms open out of ,,
1163,hardworking,always puts a lot of effort into the task or job,,
1164,headache,pain in the head ,,
1165,headphone,a set of small speakers that fit into each ear so that only you can hear the sound,,
1166,healthcare,the business of providing medical services to a community or individuals,,
1167,homemade,not bought from a store; made at home,,
1168,homeowner,someone who owns the house that they live in ,,
1169,homework,the work a teacher gives to students to be done outside of school ,,
1170,housekeeper,someone whose job it is to take care of and clean another person's house,,
1171,incoming,just arriving,,
1172,laptop,a computer small enough to carry and to use in your lap  ,,
1173,layoff,"the act of ending a worker's job because there is not enough work, or not enough money to pay for it",,
1174,layout,the plan of how it is set out,,
1175,letterhead,the printing at the top of a letter that tells you the name and details of the company sending it,,
1176,lifeguard,the person whose job it is to keep people safe at the beach or at  pool,,
1177,lifestyle,the way that you live; the things that you usually do,,
1178,lifetime,The time between when a person is born and when they die,,
1179,lunchtime,The usual time for eating the midday meal,,
1180,midnight,12 o'clock at night,,
1181,motorcycle,a motor vehicle with two wheels and a strong frame  ,,
1182,newsletter,report or open letter giving information of interest to a special group  ,,
1183,newsstand,a small structure where newspapers and magazines are sold  ,,
1184,outstanding,not yet completed,,
1185,overtime,work done in addition to regular working hours  ,,
1186,paperback,a book that has a cover made of paper,,
1187,paperwork,the written work to do with any particular job,,
1188,paycheck,the piece of paper that tells a worker how much they have earned ,,
1189,popcorn,grains of maize that have been heated up until they explode; good to eat as a snack,,
1190,postcard,a card for sending messages by post without an envelope  ,,
1191,proofread,read for errors,,
1192,railway,"transport system of tracks ,stations and trains",,
1193,raincoat,a water-resistant coat  ,,
1194,rainfall,"Water that falls from the clouds in the sky, in little drops",,
1195,restroom,room in a building which contains one or more toilets for public use,,
1196,salesman,a man whose job it is to get people to buy things from his company ,,
1197,salespeople,men and women whose job it is get people to buy things from their company ,,
1198,salesperson,a man or woman whose job it is get people to buy things from their company,,
1199,seafood,things you can eat as food that live in the sea,,
1200,seaside,a place right by the ocean where people can go to relax and have fun,,
1201,showroom,an area where goods for sale are set out so people can look at them,,
1202,sidewalk,the area that runs alonside a road for people to walk on,,
1203,sightsee,go to visit places of interest,,
1204,skateboard,a flat board with small wheels on the bottom that you move by pushing on the ground with one foot,,
1205,someday,At some unspecified time in the future,,
1206,spokesperson,one man or woman who speaks officially for the rest of the group,,
1207,stockholder,someone who holds shares of stock in a corporation  ,,
1208,storeroom,a room where things can be kept when they are not being used,,
1209,suitcase,A large bag like container for carrying clothes when traveling,,
1210,sunscreen,a cream spread on the skin that protects your skin from the sun,,
1211,supermarket,a large self-service store selling food and household items,,
1212,takeover,the buying out of one company by another,,
1213,textbook,a book of facts to be used for the study of a particular subject,,
1214,thunderstorm,"an extreme weather condition with rain, wind, thunder and lightening",,
1215,timeline,"a series of related events arranged in the order they happen, and displayed in a row ",,
1216,timetable, a list of events and when they are going to happen,,
1217,trademark,the trade or brand name,,
1218,underground,below the surface,,
1219,upstairs,on a higher level of the building,,
1220,videoconference,meeting carried out over the internet,,
1221,walkway,a connecting passage or path for pedestrians to move along,,
1222,webpage,information shown on the screen of an internet website about a particular subject,,
1223,website,a set of internet pages that give information about a particular person or organization,,
1224,weekday,"All the working days in a week, usually Monday to Friday",,
1225,wheelchair,"a seat, that has wheels, that allows a person who cannot walk to move about",,
1226,wildlife,animals and plants that live in the natural world,,
1227,workbook,"a file containing information about a particular subject, and relatated problems to be solved by the student",,
1228,workforce,all the people that a company employs,,
1229,workplace,the location where you do your job,,
1230,workshop,a building or room where things are made or repaired,,
1231,worldwide,Spanning or reaching across the whole earth,,
1232,wristwatch,a small device for telling the time that you wear on your lower arm,,
1233,pole,"a long, thin stick or post",,
1234,coworker,a person that works with you in the same workplace,,
1235,headquarter,the main office of an organization,,
1236,wellness,State of being healthy; not ill,,
1237,sharply,harshly,,
1238,manual,a book that explains how to do something,,
1239,advancement,gradual move forward,,
1240,ma'am,"short for 'madam', a polite way to address a woman",,
1241,appetizer,small amount of food eaten before the main meal,,
1242,checkup,a test to see that all is as it should be,,
1243,healthful,helping to keep well in body and mind,,
1244,housekeep,take care of all business related to a household,,
1245,o'clock,the hour of the day,,
1246,renter,someone who pays money to have the use of something for a period of time,,
1247,stapler,a small device used to fix papers together with a small thin piece of wire called a staple,,
1248,bound,"wrap around with something, so as to cover or enclose  ",,
1249,distractor,an incorrect option offered in a multiple choice question ,,
1250,ice cream,"Frozen food made of cream, very sweet and good to eat",,
1251,repairperson,Person whose job it is to fixe things when they are broken,,
1252,unauthorized,without official permission,,
1253,misidentify,to mistakenly recognise something; to think that it is something else,,