6001,chaste, (特に女性が)純潔な、貞節な / (趣味・文体などが)落ち着いた、渋い;簡素な,ʧéist
6153,ruby, 〈C〉紅玉、ルビー / 〈U〉ルビー色、深紅色(しんこうしょく) / ルビー色の、深紅の、日本発のプログラミング言語,rú:bi
6154,heading, (章・節などの)表題、見出し,hédiŋ
6155,subdue, …‘を’『抑制する』 / …‘を’『征服する』、‘に’打ち勝つ / <光・色・音など>‘を’『和らげる』、弱める,səbd(j)ú:
6156,adorn, (装飾品などで)…’を’『飾る』《+『名』+『with』+『名』》,ədɔ’:rn
6157,ancestor, (一人の)『先祖』、祖先(forefather) / (事物の)原型、先駆 / (生物の)原型種,æ’nsestər
6158,warmer, 暖めるもの、加温器,wɔ’:rmər
6159,cluster, (花・果実などの)『ふさ』《+『of』+『名』》 / (密集した人・動物・物などの)『集団』、群れ(group)《+『of』+『名』》 / (…の回りに)『群がる』;群生する《+『together around』(『round』)+『名』》,klʌ’stər
6160,quotation, 〈U〉(…から)『引用すること』《+『from』+『名』》 / (また《話》『quote』)〈C〉(…からの)『引用語』(『句』)、『引用文』《+『from』+『名』》 / 〈C〉(株式などの)相場《+『on』+『名』》;相場をつけること,kwoutéiʃən
6161,exposition, 〈C〉『展示会』、『展覧会』;博覧会 / 〈U〉〈C〉説明、解説、叙述 / 〈U〉〈C〉(フーガ・ソナタなどの)主題の呈示部,èkspəzíʃən
6162,custody, 管理、保管、保護 / 拘留、監禁,kʌ’stədi
6163,thermometer, 『温度計』、寒暖計,θərmɑ’mətər
6164,plausible, (話などが)もっともらしい;(人が)口先じょうずな,plɔ’:zəbl
6165,toss, …‘を’『軽く投げ上げる』、ほうる / …‘を’上下に揺さぶる《+名+about、+about+名》 / 〈体の一部〉‘を’ひょいと上げる(動かす) / (…と、…に)…‘を’軽く混ぜ合わせる《+名+with(in)+名》 / (表・裏で物事を決めるため)〈コイン〉‘を’はじき上げる《+名+up、+up+名》;(…を)〈人〉‘と’トス(コイン投げ)で決める《+名〈人〉+for+名》 / 『寝返りを打つ』、(特に、睡民中に)ころげ回る《+about》 / 前後に揺れる、振り回される《+about》 / (…を)コインを投げて決める《+[《英》up]for+名》 / 〈C〉軽く投げること、ほうり上げること、トス / 〈U〉《時にa ~》一投げ、一投げの距離 / 〈U〉《the ~》コインを投げて表か裏かで物事を決めること,tɔ’:s
6166,desperation, 絶望状態 / 自暴自棄、やけくそ、死にもの狂い,dèspəréiʃən
6167,rhetoric, 修辞学;演説法 / 美辞麗句で飾った言葉,rétərik
6168,scornful, 軽べつする、さげすむ;(…を)軽べつする《+『of』+『名』》,skɔ’:rnfəl
6169,bailey, (城の外庭の)防御壁、外壁 / (城の)中庭,béili
6170,rung, ringの過去分詞  (はしごの)横棒、(いすの脚の間に渡した)さん(round),rʌ’ŋ
6171,civility, 〈U〉礼儀正しさ、ていねい / 〈C〉ていねいな言葉、礼儀にかなった行為,sivíləti
6172,dingy, 黒ずんだ、くすんだ、薄汚い  =dinghy,dínʤi
6173,scaffold, (建築現場などの)足場 / 処刑台、断頭台 / (組み立て式の)野外舞台;組み立てさじき,skæ’fəld
6174,concentration, 〈U〉(…への)(光線・注意などの)集中;(仕事などへの)専念、専心《+『on』+『名』》 / 〈C〉(人口などの)集中 / 〈U〉濃縮;〈液体の〉濃度,kɑ`nsəntréiʃən
6175,scrape, (堅い物などにぶつかって)…‘に’『すり傷をつける』《+『名』+『on』(『against』)+『名』》 / …‘を’ギーッと引く(動かす) / …‘を’乱暴にこする / (表面をなめらかにするため)…‘を’『こする』 / (…から)…‘を’『こすって取る』《+『名』+『off』(『from』)+『名』》 / 《話》…‘を’なんとかかき集める(作る)《+『up』(『together』)+『名』》 / (…を)荒々しく(音をきしらせて)『こする』《+『against』(『along、 on』)+『名』》 / なんとかやりとげる / こすった跡、すり傷 / こすること;(こすって生じる)きしる音 / 《話》苦境、難局,skréip
6176,oar, (ボートの)『オール』、かい / こぎ手(oarsman) / 〈ボート〉‘を’オールでこぐ / こぐ,ɔ’:r
6177,flutter, 〈旗などが〉『ぱたぱたする』、はためく / 〈鳥などが〉『羽ばたきする』、羽ばたきして飛ぶ;〈チョウなどが〉ひらひらと飛ぶ / 〈花びら・木の葉などが〉ひらひらと散る《+『down』》 / 〈人が〉そわそわと動き回る《+『about』+『名』》 / 〈脈・心臓が〉速く不規則に打つ / 〈鳥などが〉〈翼など〉‘を’ばたばた(ひらひら)させる;〈人〉が〈まぶたなど〉‘を’ぱちぱちさせる / 〈U〉《時にa~》ひらひら(ばたばた)すること、はためき / 〈U〉《時にa~》《話》興奮、(心の)動揺、混乱 / 〈U〉(録音の)再生むら、(TV画像の)光度むら / 〈C〉《a~》《英俗》少額の投機(かけ),flʌ’tər
6178,martyr, 『殉教者』 / (信念・主義などに)殉ずる人、(…の)受難者《+『to』+『名』》 / (…に)絶えず苦しむ人《+『to』+『名』》 / 〈人〉‘を’信仰(主義)のために殺す(苦難を与える) / 〈人〉‘を’苦しめる、迫害する,mɑ’:rtər
6179,handy, 『取り扱いに便利な』、手ごろな、重宝な / 《話》すぐ手元の、すぐ使える(at hand) / (人が)『器用な』、手先の達者な;(…を)巧みに使う《+『at』(『about、 with』)+『名』》,hæ’ndi
6180,bait, 〈U〉〈C〉(つり針・わなに仕掛ける)『餌』(え)、『えさ』 / 〈C〉おとり、わな、誘惑 / 〈つり針・わな〉‘に’えさをつける / …‘に’犬をけしかける / 〈人〉’を’いじめる、なぶる,béit
6181,commotion, 動揺、騒動,kəmóuʃən
6182,congenial, 気心が合った、同じ趣味(性質)の;(…と)気が合った《+『to』+『名』》 / 性分に(趣味に)合った;(…に)適した、合った《+『to』+『名』》,kənʤí:njəl
6183,telescope, 『望遠鏡』 / (望遠鏡の筒のように順次に)…‘を’はめ込む、たたみ込む / (…に)…‘を’短縮する、圧縮する(compress)《+名+into+名》 / 順次にはまり込む、(衝突で)折り重なる,téləskòup
6184,craving, (…に対する)切望《+『for』+『名』》;(…したいという)熟望《+『to』 do》,kréiviŋ
6185,bureau, 《米》(通例上部に鏡のついた)『たんす』(chest of drawers) / 《おもに英》(引き出しのついた)大机 / 《米》(官庁の)『局』(《英》department) / (一般に)『事務所』、事務局,bjú(ə)rou
6186,speculative, (人・心などが)推測にふける、思索的な / 《名詞の前にのみ用いて》(考え・結論などが)理論にもとづく、観念的な / 投機の、思わく買いの,spékjulèitiv
6187,diverse, (…とは)別種の、違った《+『from』+『名』》 / いろいろの、多様の,divə’:rs
6188,slice, (…の)(薄く切った平らな)『一枚』、一切れ《+『of』+『名』》・(…の)分け前(share)、一部(part)《+『of』+『名』》・スライス(野球・ゴルフなどで、打球が打者のきき手の方向に飛ぶこと、またその打球) ・料理用へら、フライ返し / 〈パンなど〉‘を’『薄く切る』《+『up』+『名、』+『名』+『up』》・…‘を’薄く切り取る《+『off』+『名、』+『名』+『off』》・〈水など〉‘を’切って進む・(野球・ゴルフなどで)〈ボール〉‘を’スライスさせて打つ、きき手の方向に打つ・(水なとを)切って進む《+『through』+『名』》 / (野球・ゴルフなどで)〈打者が〉ボールをスライスさせて打つ;〈ボールが〉スライスして飛ぶ,sláis
6189,renaissance,{C}復興、復活 / 〈U〉《the R-》文芸復興、ルネサンス(14‐16世紀にヨーロッパで見られた古典文芸・学術の復興) / (建築・美術などの)ルネサンス式 / (14‐16世紀の)文芸復興の期間,rènəsɑ’:ns
6190,meg, megohm[s]（メガオーム）・〔俗〕（コンピュータ）megabyte（メガバイト）,még
6191,murderous, 殺人の、凶行用の / 殺意のある、血に飢えた・殺人的な、ひどい,mə’:rdərəs
6192,serenity, 平穏、落ち着き / うららかさ、晴朗,sərénəti
6193,perspiration, 汗 / 発汗[作用],pə`:rspəréiʃən
6194,impudent, 厚かましい、ずうずうしい、無遠慮な;生意気な,ímpjudnt
6195,necklace, 『首飾り』、ネックレス,néklis
6196,alight, (…から)降りる《+『from』+『名』》  燃えて(burning) / (…で)輝いて、明るい(aglow)《+『with』+『名』》,əláit
6197,steadfast, 『確固とした』、忠実な,stédfæ`st
6198,courier, (外交上の)急使、特使 / 《おもに英》(旅行の)ガイド、世話人,kə’:riər
6199,inflamed, (体の一部が)赤くふくれた、炎症を起こした,infléimd
6200,xi,クシー(ギリシア語アルファベットの第14字Ξ、ξ;英語のX、xに相当),ʃí:
6201,drill, 〈C〉『きり』、『ドリル』、穴あけ機 / 〈U〉練兵、教練 / 〈U〉〈C〉『反復練習』、(系統的な)けいこ / 〈U〉〈C〉(事態に処するための)訓練 / 〈穴〉‘を’『あける』;…‘に’穴をあける / (…を)〈人〉‘に’『繰り返し教え込む』《+『名』〈人〉+『in』+『名』》;(人に)〈物事〉‘を’厳しく訓練して教え込む《+『名』+『into』+『名』〈人〉》 / 〈兵士〉‘を’教練する / 《米俗》〈人〉‘を’撃ち抜く / (きりなどで)貫く、穴をあける / (軍事などの)訓練を受ける、練習する  (種をまくための)小みぞ / 種まき機 / (筋まきした)種の列 / 〈種〉‘を’筋まきする、〈苗〉‘を’筋植えする  雲斎(うんさい)織り(太あや織りの綿布または亜麻布),dríl
6202,spelling, 〈U〉『語のつづり方』 / 〈C〉語のつづり,spéliŋ
6203,respond, (…に)『返事をする』、応答する《+『to』+『名』》 / (…に)『反応する』、応じる(react)、好反応を示す《+『to』+『名』(do『ing』)》 / (牧師の言葉に対して)応唱する / 《respond+that節》〈…である〉‘と’答える、応答する,rispɑ’nd
6204,seriousness, まじめ、本気 / 重大さ;危篤,sí(ə)riəsnis
6205,fourteenth,《the fourteenth》『第14の』、14番目の / 14分の1の / 《the fourteenth》『第14』;(月の)14日 / {C}14分の1,fɔ`:rtí:nθ
6206,womb, 子宮 / 《比喩的に》物の発生(成長)するところ,wú:m
6207,literal, (訳などが)原文の語句に忠実な / (比喩(ひゆ)的でなく)文字通りの意味の / (人が)字句の意味にこだわる想像力のとぼしい / 事実通りの、誇張のない  誤字、誤植,lítərəl
6208,cloudy, (空などが)『曇った』 / (煙などが)雲のような;(川・水などが)濁った;(大理石などが)曇りのうる / (言葉などが)はっきりしない;(心などが)曇った、陰うつな,kláudi
6209,mortality, 〈U〉死を免れぬこと、死ぬべき運命 / 〈U〉《時にa~》死亡数;死亡率 / 〈U〉《時にa~》(戦争などによる)多数の死,mɔ:rtæ’ləti
6210,profusion, 《時にa~》豊富(な…)、多量(の…)《+『of』+『名』》,prəfjú:ʒən
6211,fleeting, 速く過ぎてゆく、つかの間の,flí:tiŋ
6212,twentieth,《the》第20の、20番目の / 20分の1の / 《the~》『第20』、20番目[のもの]、(月の)20日,twéntiiθ
6213,maturity, 成熟、円熟;完成 / (手形などの)満期,məʧú(ə)rəti
6214,surf, (海岸・岩に砕ける)寄せ波、岸打つ波 / (砕ける波の)白いあわ / 波乗りをする、サーフィンする / 投げ釣りの,sə’:rf
6215,weed, 〈C〉『雑草』 / 《the Weed》(巻き)たばこ、葉巻き;マリファナ / 〈C〉(特にひょろ長い)弱々しい人 / 〈庭など〉の『雑草を抜く』、草を取る / (…から)〈雑草〉を抜く《+名+out of(from)+名》  喪服,wí:d
6216,overcame, overcomeの過去,òuvəkéim
6217,womanhood, 女であること;女らしさ / 〈U〉《集合的に》《まれ》婦人たち、女性,wúmənhud
6218,envious, うらやましそうな、ねたましげな,énviəs
6219,latent, 潜在(潜伏)している、隠れている,léitnt
6220,relatively, 比較的、相対的に / 《まれ》(…と)関連して;(…に)比べて、(…の)割に《+『to』+『名』》,rélətivli
6221,forbidding, こわい、ぞっとする、無気味な、近寄りにくい,fərbídiŋ
6222,willow, (また willow tree)〈C〉『ヤナギ(柳)』 / 〈U〉ヤナギ材 / 〈C〉《話》柳製品,wílou
6223,mathematical, 数学の、数学的 / (非常に)正確な,mæ`θəmæ’tikəl
6224,booty, 〈U〉(戦争における)ぶんどり品、戦利品 / 〈U〉(強盗などによる)略奪品、強奪品 / 〈U〉〈C〉(事業の)もうけ、利得;獲物,bú:ti
6225,camel,『ラクダ』 / =caisson2,kæ’məl
6226,implore, 〈許しなど〉‘を’『懇願する』;〈人〉‘に’懇願する,implɔ’:r
6227,amateur, (専門家に対して)アマチュア、しろうと / 愛好者、ファン / 未熟者、未経験者 / アマチュアの、しろうとの,æ’məʧùər
6228,morally, 道徳的に、正しく / 道徳上、道徳的に見て / 事実上、ほとんど,mɔ’:rəli
6229,gasp, (…に)(驚き・恐怖・怒りなどで)『はっと息をのむ』《+『with』(『in』)+『名』+『at』+『名』》 / あえぐ、ハアハアと息を切らす / …‘を’『あえぎながら言う』《+『名』+『out、』+『out』+『名』》 / 『あえぎ』、息切れ;(驚きなどで)はっと息をのむこと;息が止まること,gæ’sp
6230,gliding, グライダー競技,gláidiŋ
6231,racing, 競走・競馬・ボートレース / 競走用の;競馬[好き]の,réisiŋ
6232,exit, 『出口』 / 退出、退去;(舞台からの俳優の)退場  (台本のト書きで)退場する,égzət
6233,originality, 『独創性』、独創力 / 独創的であること;新味、奇抜、ざん新さ,ərìʤənæ’ləti
6234,humming, (虫・機械などが)ブンブンいう(うなる);鼻歌を歌う、ハミングで歌う / 《話》(商売などが)活発な、活気のある,hʌ’miŋ
6235,isolation, 孤立;隔離、分離,àisəléiʃən
6236,sometime, (未来の)『いつか』;そのうち / (過去の)あるとき;以前 / かつての、以前の(former),sʌ’mtaim
6237,glee,〈U〉歓喜、喜び(joy) / 〈U〉グリー合唱曲(無伴奏の3部または4部の多声歌曲),glí:
6238,adult, 『おとなの』、成人した、成熟した / 成人向きの / 『おとな』、成人,ədʌ’lt
6239,solace, 〈U〉(悲しみ・失望などに対する)慰め / 〈C〉慰めとなる人(物、事) / …‘を’慰める,sɑ’ləs
6240,biography, 『〈C〉伝記』 / 〈U〉《集合的に》伝記文学,baiɑ’grəfi
6241,hardship, 〈U〉『辛苦』、苦難、難儀 / 〈C〉難事,hɑ’:rdʃip
6242,lied, リード(ドイツの叙情的歌曲),láid
6243,donkey, (家畜化された)『ロバ』 / ばか者、とんま;強情な人、がんこ者,dɑ’ŋki
6244,trader, 商人、貿易業者,tréidər
6245,amply, 広々と、広く / 豊富に、十分に(fully),æ’mpli
6246,confide, 〈秘密など〉’を’『打ち明ける』 / (人などに)〈大切な事・物〉’を’『任せる』、委託する《+『名』+『to』+『名』〈人〉》 / (人の誠実さ・能力などを)『信頼する』、信用する《+『in』+『名』》 / (信頼して)(人に)秘密を打ち明ける《+『in』+『名』》,kənfáid
6247,perspective, 〈U〉『遠近[画]法』、透視図法 / 〈C〉遠近画、透視図 / 〈C〉遠景、眺め / 〈U〉(距離の遠近による)物の見え方、遠近感 / 〈U〉〈C〉(広い視野からの)『観点』、立場、見地 / 〈U〉(物事の)相互関係、釣り合い / 遠近法の(による),pərspéktiv
6248,withstand, …‘に’『抵抗して耐える』、持ちこたえる、‘を’がまんする,wiθstæ’nd
6249,robust, たくましい;強壮な / 体力のいる,roubʌ’st
6250,snare, (小動物を捕らえる)『わな』《+『for』+『名』》 / (人を陥れる)『わな』、落とし穴《+『for』+『名』》 / 〈小動物〉‘を’わなにかける〈人〉‘を’わなにかける、陥れる  (小太鼓の)さわり弦、響線,snéər
6251,monthly,『月1回の』、毎月の、月ぎめの / 1か月間の、1か月続く / 『月1回』、毎月 / 月刊雑誌,mʌ’nθli
6252,ignore, …‘を’『無視する』、顧みない,ignɔ’:r
6253,envoy, 使者 / 外交官、外交使節 / 特命全権公使;公使,énvɔi
6254,flown, flyの過去分詞,flóun
6255,reverie, (楽しいことの)夢想《+『about』+『名』》、空想,révəri
6256,contrive, …’を’『考案する』、くふうする / 〈悪事・裏切りなど〉’を’たくらむ、計画する / 《『contrive to』 do》どうにかして…する、首尾よく…する(manage to do) / もくろむ / くふうする、考え出す,kəntráiv
6257,chatter, (…について)『ぺちゃくちゃしゃべる』《+『away』(on)+『about』+『名』》 / (鳥が)けたたましく鳴く、(猿が)キャッキャッと鳴く / 〈歯・機械などが〉ガタガタ(ガチャガチャ)鳴る / 〈くだらぬことなど〉’を’ぺちゃくちゃしゃべる / おしゃべり、ぺちゃくちゃ / (鳥の)けたたましく鳴く声、(猿の)キャッキャッという声 / 〈機械・歯などの〉ガタガタ(ガチャガチャ)する音,ʧæ’tər
6258,nourishment, 滋養分、栄養物、食物 / 養育、育成,nə’:riʃmənt
6259,clatter, (堅いものがぶつかり合うときの)『ガチャガチャ』(『ガタガタ』)『という音』 / うるさい騒動 / うるさいおしゃべり / ガチャガチャ(ガタガタ)音を立てる、ガチャガチャ(ガタガタ)音を立てて動く / うるさくしゃべりまくる / …’を’ガチャガチャ(ガタガタ)いわせる,klæ’tər
6260,allude, 《文》(文や話の中で)(…のことを)『ほのめかす』、それとなく言う《+『to』+『名』(do『ing』)》,əlú:d
6261,thorn, 〈C〉(植物の)『とげ』、針:No / 〈C〉〈U〉《複合語を作って》とげのある植物,θɔ’:rn
6262,junior,『若いほうの』、『年下の』;年少者から成る(向けの) / (役職などが)下の、下級の;後進の、後輩の / 《米》(大学・高校の4(3、2)年制で)3(2、1)年生の / 《通例one’s~》『年少者』、年下の人;下位の人、後輩 / 《米》(大学・高校の4(3、2)年制で)3(2、1)年生(卒業の年の前年) / 《J-》《米》うちの息子,ʤú:njər
6263,Calcutta, カルカッタ(インド東部の港市),kælkʌ’tə
6264,re,レ(全音階の第2音),ri
6265,psychological, 《名詞の前にのみ用いて》心理学の、心理学的な / 精神的な、心理的な,sàikəlɑ’ʤikəl
6266,constancy, 不変、安定 / 忠実、貞節,kɑ’nstənsi
6267,misunderstood, misunderstandの過去・過去分詞,mìsʌndərstúd
6268,drying, 乾燥 / 乾燥させる、乾燥用の,dráiiŋ
6269,novelist, 小説家,nɑ’vəlist
6270,intricate, (構造・模様など)こみ入った / 分かりにくい,íntrikət
6271,limestone, 石灰石,láimstoun
6272,forty-five,45口径のけん銃(《略》『.45』) / 45回転のレコード,
6273,collision, (列車などの…との)『衝突』《+『of』+『名』+『with』+『名』》 / (意見・利害などの…との)衝突、不調和《+『of』+『名』+『with』+『名』》,kəlíʒən
6274,knitting, 編むこと / 編み物、編みかけのもの,nítiŋ
6275,ordeal, 〈C〉(…にとっての)きびしい試練、試金石《+『for』+『名』》 / 〈U〉試罪法(古代チュートン民族で過酷な試練を課して罪の有無を決めた裁判法),ɔ:rdí:l
6276,foresee, …‘を’『予知する』,fɔ:rsí:
6277,clan, (特にスコットランド高地人の)氏族 / 《話》一家、一族、一門 / (共通の利害を持つ)一味、一党、閥,klæ’n
6278,abject, (人・行為が)下劣な、あさましい / みじめな,æ’bʤekt
6279,dart, (武器の)『投げやり』、(投げ矢遊びの)投げ矢 / (昆虫の)針 / 《複数形で》投げ矢遊び / 《a~》急激な突進 / ダーツ(洋服を体に合わせるための縫いつまみ) / (…に)〈やり・矢、視線など〉’を’投げる、投げかける / (投げ矢のように)『突進する』、さっと動く,dɑ’:rt
6280,berth, (船・列車などの)寝台、寝だな / (船舶の)停泊位置、投錨(びょう)地;操船余地 / 《船》職、地位 / 〈船〉’を’停泊させる / 〈人〉‘に’寝台(寝る所)を与える / 停泊する / 寝る所を手に書れる,bə’:rθ
6281,bridal, 花嫁の;婚礼の,bráidl
6282,indirect, (道などが)『真っすぐでない』、回り道の / (話し方が)遠回しの、率直でない / (結果などが)『間接的な』、二次的な,ìndərékt
6283,unnoticed, 人目につかない;注目されない;顧みられない,ʌnnóutist
6284,tint, (色の)『濃淡』、色合い《+of+名》 / 『ほのかな色』、(赤み・青みなどの)…み / …‘に’薄く色をつける;(…で)…‘を’薄く染める《+名+with+名》,tínt
6285,precedent, 〈C〉(…の)先例、前例《+『for』+『名』》 / 〈U〉先例にならうこと,présədənt
6286,bully, 弱い者いじめ、がき大将 / 〈弱い者〉’を’いじめる、おどかす / 《話》(…にとって)すてきな、すばらしい《+『for』+『名』》 / うまい、でかした,búli
6287,vacation, 〈C〉《おもに米》『休暇』、休み(《英》holiday) / 〈C〉〈U〉《文》(部屋・家・土地などを)明け渡すこと、立ちのき;辞職、退任《+of+名》 / (…で)『休暇をとる』《+at(in)+名》,veikéiʃən
6288,'ll, will、 shallの短縮形,
6289,canon, (教会)の教理、戒律、教会法 / (一般に)規準、規範 / (正しい典拠とすべき)経典、正典 / 聖従名簿 / 《しばしばC-》みさ典文 / (音楽で)カノン、典則曲  大聖堂参事会員,kæ’nən
6290,aisle, (教会・劇場・列車・旅客機などの)座席間の通路 / 側廊(教会堂で本堂(nave)の両側にある通路),áil
6291,click, (掛け金をかけたり、錠を回したりする時の)『カチリという音』 / カチリと鳴る物;掛け金 / 『カチリと音がする』 / 《英俗》〈男女が〉意気投合する;(…と)カチッと気が合う《+『with』+『名』》 / 《話》成功する、うまくいく / 《話》(…に)分かる、のみこめる《+『with』+『名』》 / …’を’カチリと鳴らす,klík
6292,inspiring, 人を鼓舞する,inspáiriŋ
6293,oval, 卵形の / 長円形の / 〈C〉卵形(長円形)のもの,óuvəl
6294,impracticable, 実行不可能な / (人・機械などが)扱いにくい,impræ’ktikəbl
6295,delirium, 〈U〉〈C〉(不安・興奮・妄想(もうそう)・幻覚に陥る)精神錯乱 / 〈C〉《単数形のみ》極度の興奮状態,dilí(ə)riəm
6296,cedar, ヒマラヤスギ、セイヨウスギ;〈U〉杉材,sí:dər
6297,contradict, 〈報道・人の言説など〉’を’否定する、反ばくする(deny) / 〈陳述が〉…‘と’矛盾する、相反する / 反ばくする,kɑ`ntrədíkt
6298,ingratitude, 忘恩、恩知らず,ingræ’tət(j)ù:d
6299,soften, 〈革など〉‘を’柔らかにする』 / 〈声・音・光・色など〉‘を’穏やかにする、和らげる / 〈心・言動〉‘を’和らげる / 〈身体・精神〉‘を’弱くする / 〈硬水〉‘を’軟水にする / 〈物質が〉『柔らかになる』 / 〈声・音・光・色などが〉穏やかになる、静かになる、落ち着く / 〈心・言動などが〉和らぐ / 〈身体・精神が〉弱くなる / 〈硬水が〉軟水になる,sɔ’:fən
6300,bewilderment, 当惑、うろたえ,biwíldərmənt
6301,servitude, 奴隷状態(slavery) / 懲役,sə’:rvət(j)ù:d
6302,stump, (木の)『切り株』 / (一般に主要部分を除いた)『残部』、残片;(特に手足の)切れ残り / (政治演説の)演壇[米国で開拓時代に切り株を演壇に用いたことから] / 《話》〈人〉‘を’困惑させる、困らせる、閉口させる / 《副詞[句]を伴って》ぎごちなく(重い足どりで)歩く、ドタドタ歩く / 政治演説して回る、遊説する,stʌ’mp
6303,redeem, 〈手放した物〉‘を’『買い戻す』;〈ローンなど〉‘を’払い終える、皆済する;(質屋などから)〈抵当〉‘を’請け出す《+『名』+『from』+『名』》 / 〈名誉など〉‘を’取り戻す、回復する / 〈クーポンなど〉‘を’品物(金)に換える / 〈約束など〉‘を’果す、履行する / 〈短所など〉‘を’補う、償う、相殺する / (身のしろ金を支払って)〈人〉‘を’自由にする;(罪から)〈人〉‘を’救う《+『名』+『from』+『名』》,ridí:m
6304,spun, spinの過去・過去分詞,spʌ’n
6305,elastic, 『弾力のある』、伸縮自在の / 融通性のある / ゴムひも;ゴムひもで作った物、靴下留め、ズボンつり,ilæ’stik
6306,poultry, 《集合的に》《複数扱い》『家禽』(かきん)、飼い鳥(鶏・アヒルなど) / 《単数扱い》家禽の肉,póultri
6307,horseman, 『騎手』、乗馬者 / 馬術家,hɔ’:rsmən
6308,dictionary, 『辞書』、辞典、字引き,díkʃənèri
6309,adoration, 崇拝、礼拝 / 敬愛、愛慕,æ`dəréiʃən
6310,wager, かけ、かけごと(bet) / かけたもの;かけ金 / かけごとをする、かける / 〈金〉‘を’かける:《wager+名〈金〉+on+名 …に…をかける》,wéiʤər
6311,pathway, 道、小道(path),pæ’θwei
6312,wistful, (表情などが)もの悲しい、思いに沈む;物欲しそうな,wístfəl
6313,advent,《the ~》(際立ったもの・事件・人の)出現、到来《+『of』+『名』》 / 《A-》キリストの降臨;降臨節(クリスマス前のおよそ4週間の期間),æ’dvent
6314,gear, 〈C〉(動力を伝動する)『歯車』、ギヤ / 〈U〉歯車装置、伝動装置、ギヤ / 〈U〉(特定の機能を果たす)装置 / 〈U〉(ある仕事・活動のための)道具一式 / …‘に’ギヤ(伝動装置)を取り付ける / (…に)…‘を’かみ合わせる、連係させる《+『名』+『to』+『名』》 / (…に)ギヤがかみ合う《+『into』+『名』》,gíər
6315,celebration, 『祝賀』、祝典(儀式)の挙行;〈C〉祝典、祭典、祝賀会,sèləbréiʃən
6316,conceivable, 考えられる、想像できる;考えられる限りの,kənsí:vəbl
6317,good-looking, (人が)器量のよい、美しい,
6318,rendezvous, (約束による)会合、面会、会合の約束 / (約束による)会合場所;(一般に)会合場所 / (予定の場所で)会合する,rɑ’:ndəvù:
6319,snug, 『居心地のよい』、気持ちのよい、気持ちよく暖かな / (衣類が)ちょうどよい大きさの / (収入などが)生活に事欠かない、十分な  居酒屋(パブ)の個室、(旅館の)酒場,snʌ’g
6320,watery, 水の;水の関連した;水を含んだ / (色が)薄い、淡い / (食物などが)水っぽい / (目が)涙ぐんだ,wɔ’:təri
6321,accompaniment, 伴うもの、付属する物 / 伴奏,əkʌ’mp(ə)nimənt
6322,chaps, カウボーイがズボンの上からはく皮ズボン,ʧæ’ps
